index,month,year,PDSI,aet,def,ppt,soil,tmax,vpd,pet,gtm,mortality.begin
719,11,2017,-2.1,17,102,15,11,26.8,1.03,119,GTM_91,1983
720,12,2017,-2.5,15,104,13,9,26,1.13,119,GTM_91,1983
721,1,2018,-2.8,49,68,50,8,25.8,1.21,116,GTM_91,1983
722,2,2018,-3.3,43,86,44,7,29.3,1.8,129,GTM_91,1983
723,3,2018,-3.7,55,101,57,6,29.4,1.72,156,GTM_91,1983
724,4,2018,-2.4,47,95,49,5,28.9,1.11,142,GTM_91,1983
725,5,2018,-2.2,41,138,42,5,30.2,1.85,179,GTM_91,1983
726,6,2018,5.1,27,144,28,4,31.6,1.86,171,GTM_91,1983
727,7,2018,9.9,144,1,151,4,28.8,1.1,145,GTM_91,1983
728,8,2018,14.2,139,0,162,19,28.3,0.97,139,GTM_91,1983
729,9,2018,13.9,39,113,35,13,30.3,1.69,152,GTM_91,1983
730,10,2018,14.1,28,116,26,11,28.1,1.2,144,GTM_91,1983
731,11,2018,14.1,31,79,31,9,25.8,0.87,110,GTM_91,1983
732,12,2018,12.1,3,108,2,7,25.7,1.01,111,GTM_91,1983
733,1,2019,-1.4,2,144,1,7,28.1,1.61,146,GTM_91,1983
734,2,2019,-1.8,22,109,23,6,28.7,1.37,131,GTM_91,1983
735,3,2019,-2.1,21,127,21,5,29,1.17,148,GTM_91,1983
736,4,2019,-2,47,109,49,5,29.8,1.33,155,GTM_91,1983
737,5,2019,-1.4,56,124,59,4,30.5,1.73,180,GTM_91,1983
738,6,2019,-1.7,13,152,13,4,32.6,1.87,165,GTM_91,1983
739,7,2019,-2.8,86,73,90,4,29.8,1.27,159,GTM_91,1983
740,8,2019,-1.3,140,0,244,55,28.4,0.95,140,GTM_91,1983
741,9,2019,2,85,59,53,20,30.6,1.54,144,GTM_91,1983
742,10,2019,2.2,42,106,37,14,28.1,1.15,148,GTM_91,1983
743,11,2019,2.3,39,75,38,11,27.4,0.82,114,GTM_91,1983
744,12,2019,1.8,14,97,13,9,26.2,0.77,111,GTM_91,1983
